MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English ,Unemployment_Rate,Median_Income ,Economically_active(%),Income_Deprivation,No_cars_household (%),no_ limited(%),health(%),obesity(16+),Cancer_Incidence ,Life_Expectancy(M),Life_Expectancy(F£©
E02000381,Hammersmith and Fulham 010,17.24,22.93,31.36,20.48,7.99,139.4,14.6,21,8.8,38.3,75.6,7.1,8.3,16.6,5.1,48241,76.6,20.8,52.9,89.2,57.9,14.3,93.4,77.3,88.4
E02000382,Hammersmith and Fulham 011,17.58,21.16,29.95,22.02,9.29,98.2,14.6,18.8,10,39,68.8,8.2,10.6,16.6,7.1,39484,74.8,22.4,52.2,87.6,57.5,14.9,93.1,74.7,82.5
E02000383,Hammersmith and Fulham 012,10.72,32.47,28.3,18.49,10.02,153.3,8.8,17.6,8.5,41.9,61.2,15.3,7.5,24,6.7,38029,71.6,26.6,63.2,88.1,55.9,14,104.4,81.3,82.7
E02000384,Hammersmith and Fulham 013,15.15,28.02,26.24,19.51,11.08,92.5,9.9,15.7,14.3,39.6,63.7,9.2,14.7,17.5,8.5,30691,71.3,31.3,66.1,82.7,49.9,17.4,103.6,75.7,80.7
E02000385,Hammersmith and Fulham 014,8.34,36.38,34.4,14.62,6.25,151,7.4,20.3,5,42.3,74.4,10.5,6,18.6,4.2,46867,80.6,23.6,61.7,91.5,60.4,12.4,98.7,83.4,85.9
E02000386,Hammersmith and Fulham 015,17.33,28.38,27.41,18.97,7.92,183.7,10.5,15.8,15.9,37.4,57.6,11.6,17,23.4,9.3,28812,69.9,37.7,65.4,84.6,52.4,18.1,102.4,75.7,82.3
E02000387,Hammersmith and Fulham 016,14.06,33.61,27.02,17.03,8.27,150.2,10.3,13,11.7,42.8,64.3,12.8,12.6,17.1,6.3,31949,71.2,28.7,62.8,86.5,55.8,17.4,95.4,82.6,86.9
E02000388,Hammersmith and Fulham 017,11.97,31.82,29.94,15.91,10.35,151.2,9.5,19.3,8.1,39.6,73.8,9.8,7.3,17.3,4.8,41378,76.4,30.9,59.8,87.4,57.5,13.7,105.4,76.3,81.4
E02000389,Hammersmith and Fulham 018,15.14,27.52,27.27,19.04,11.02,130.9,16.3,17.9,7,32.9,79.6,8,4.1,11.7,4,51398,73.2,19.6,44,89.1,60.2,13.4,97.9,80.3,85.9
E02000390,Hammersmith and Fulham 019,14.73,31.19,28.82,16.67,8.59,180.7,12.5,18.8,9.8,35.5,75.7,6.6,8.3,13.5,6,40744,73.6,26.3,49.9,87.6,58.3,14.4,99.3,78.7,82.2
E02000391,Hammersmith and Fulham 020,16.86,24.54,27.24,20.77,10.6,114.2,15.9,16.6,7.2,38.3,80.9,5.4,5.1,12.8,5.3,55511,73.9,23.9,46.5,88.7,62.1,12.3,86.1,80.5,85.6
E02000392,Hammersmith and Fulham 021,17.93,28.21,30.43,16.21,7.21,169.1,15.3,18,10,33.3,76.9,5.8,8.6,14.3,5.7,48093,77.9,24.8,51.4,89.9,61.9,13.7,99.5,79.5,83.2
E02000393,Hammersmith and Fulham 022,14.96,28.17,33.24,15.27,8.36,166.8,16.1,21.1,5.2,31.6,84.1,6.2,3.9,11.2,3.9,58680,79.8,16.7,40.5,91,65.1,12.7,99.9,85.3,86.6
E02000394,Hammersmith and Fulham 023,16.96,28.96,28.34,17.79,7.94,117.7,11.4,16.7,13.8,38.1,67.4,9.7,11.6,15.3,6.2,41594,70.9,28,49.6,88.2,57.9,16.4,102.1,78.5,84
E02000395,Hammersmith and Fulham 024,15.33,23.95,27.93,19.91,12.89,60.6,14.7,20.1,5,37,86.1,5.2,2.7,9.8,4.1,63623,78.3,12.4,40.4,90.8,63.4,11.6,84.1,89.3,88.8
E02000396,Hammersmith and Fulham 025,20.53,23.31,27.26,19.79,9.11,104.3,18.3,17.1,12,30.6,75.4,6.7,8.9,13.3,6.1,48653,73.6,21.9,41.1,89.8,60.3,15.1,96,83.8,84.9
E02000397,Haringey 001,17.5,24.26,30.19,19.16,8.89,143.1,14.2,16.7,14.1,35.3,61.2,11.4,15.8,26.5,9.6,26564,73.7,39.9,56,86.3,46.2,17.9,99.4,76.2,83.8
E02000398,Haringey 002,26.8,20.95,23.78,20.79,7.68,61.3,15.3,9.8,26,32.8,38.3,8.3,41.5,31.6,17.4,17955,61.6,47.9,58.9,83.6,42.7,31.3,89.4,75,82.3
E02000400,Haringey 004,21.54,21.39,26.37,21.06,9.64,58.3,19.3,16.6,17.2,29.5,61.8,10.4,16.9,21.3,7.5,31884,72.5,34.1,42.3,85.9,50.5,18.6,127,78.9,80
E02000401,Haringey 005,27.56,19.82,22.2,21.58,8.84,91.3,18.8,13.3,27.3,23.2,49.9,10.5,25.4,24.2,12.5,20758,61.8,49.5,47.1,82.6,43.9,27.5,106.1,75.6,78.2
E02000402,Haringey 006,27.25,21.08,23.14,20.53,7.99,70.9,15.8,13.2,28,26.9,45.1,9.2,31.2,26.9,12.9,19793,60.7,47.5,53,82.7,43.8,26.4,106.1,74.7,83.2
E02000403,Haringey 007,16.5,26.02,30.75,18.54,8.18,87.9,13,20.2,12.4,31.2,62.4,12.8,13.6,28.7,7.9,26891,74.3,43.8,55.7,85.9,47.6,17.5,93.9,78,87.1
E02000404,Haringey 008,21.83,24.72,26.26,18.39,8.8,117.2,14.8,14.7,18.9,26.4,51.3,15.7,20.3,30.5,9.8,22827,67,39.8,52.9,84.1,44.2,22,107.8,76.2,81.7
E02000405,Haringey 009,21.69,15.39,27.87,25.78,9.27,36.7,27.2,24.5,8.4,25.2,80.9,5.7,5.4,8.4,5.2,57157,77.8,19.2,25.1,89.4,57.9,14.7,101.3,79.7,84.6
E02000406,Haringey 010,20.24,25.72,26.62,19.07,8.34,156.5,13.2,14.3,21.9,27.4,55.6,13.8,18.6,26.2,10,23564,68.9,49.6,58.8,83.3,44.4,22.4,104.2,74.9,82.7
E02000407,Haringey 011,23.73,23.21,26.16,18.38,8.52,144.8,14.1,12.8,20.6,33.1,41.6,11.2,34.1,30.1,10.4,20571,63.3,46.5,63.4,83.6,44.9,27,115.7,74.7,86.4
E02000408,Haringey 012,25,25.24,23.25,18.37,8.15,152.8,15.9,12.2,25,28,42.8,10,33.3,29.1,13,18993,61.9,50.4,59.1,84.7,43.8,28.5,110.8,76.6,80.9
E02000409,Haringey 013,22.78,23.33,23.66,21.05,9.18,92.4,14.7,12.2,21.8,32.7,45.6,9.1,33.3,30.5,12.9,20508,64.1,49.2,55.6,82.8,45.9,27.8,91.6,76.6,82.3
E02000410,Haringey 014,18.6,19.38,27.43,24.62,9.97,89,20.9,22.5,7,33.6,82.4,4.9,3.5,10.4,5.1,54023,79.2,19.5,37.2,89.1,59.2,13.2,100.9,80.6,84.5
E02000411,Haringey 015,22.26,27.32,23.67,19.34,7.41,57.9,14.7,12.8,22.3,29.4,42.4,13.6,32,26.9,10.7,21436,64.1,41.4,55,85.9,44.5,28.6,86.8,76.9,82.3
E02000412,Haringey 016,17.93,27.89,28.49,17.11,8.58,92,11.6,14,16.6,36.5,54.1,12.9,21,32.3,9.9,23403,67.8,46.4,65,82.8,45.2,20.8,88.6,78.2,84.8
E02000413,Haringey 017,24.01,15.99,24.84,23.85,11.31,61.1,26.1,17.9,11.8,29.9,79.3,6.4,5.4,9.3,5.2,53922,74.8,17.4,31.4,88.5,59.1,14.3,98,78.7,83.6
E02000414,Haringey 018,21.17,23.33,27.81,19.45,8.24,178.5,16,13.7,18.5,28.1,46.7,12.1,29.6,27.2,10.6,24501,71.4,32.6,53.2,86.2,45.4,24,97.7,78.4,81.4
E02000415,Haringey 019,16.84,26.14,28.84,18.35,9.83,99.2,12.9,18.9,11.4,31.7,58.6,14.8,14.7,31.6,8.3,25885,72,43.9,57.5,84.7,44.7,18.3,93.4,77.5,85
E02000416,Haringey 020,18.3,20.92,31.7,20.27,8.81,120.8,12.8,21.3,14.8,37.6,66.1,7.7,14.4,14.1,8.8,29314,73.4,43.9,52.9,83.7,49.1,17.8,111.5,74.2,81.9
E02000417,Haringey 021,17.44,18.68,29.78,22.78,11.32,61.9,19.4,22.1,7.5,32.7,83.2,4.1,4.9,9,4.7,55576,79.7,19.5,37.8,89.4,59.5,12.8,95.3,79.5,83.6
E02000418,Haringey 022,18.9,15.25,25.54,28.01,12.31,77.9,23.8,24.9,8.4,27.7,84.2,4.7,4.5,5.5,4.6,56458,77.2,19.5,28.1,88.6,58.1,12.8,94.1,78.6,88.3
E02000419,Haringey 023,15.26,29.22,31.59,16.27,7.67,130.1,13.4,18.5,11.8,31.7,63.9,12.9,12.1,28.6,7.8,28027,74.5,42.5,62,87.2,49.6,16.9,90.3,74.2,85.7
E02000420,Haringey 024,19.98,23.24,27.54,20.68,8.56,129.2,13,13.4,15.8,36.2,50.6,11.9,24.9,31,11.4,22107,69.5,47.2,63.3,83.7,43.2,24.1,110.6,74.6,82.1
E02000421,Haringey 025,20.87,25.74,27.87,17.7,7.82,92,13.3,11.8,20,34.9,43.6,10.1,32.9,29.6,11.3,20809,66.6,53.3,67,83.5,43,25.8,97.6,73,80.6
E02000422,Haringey 026,21.57,22.93,29.57,17.7,8.23,146.7,15.5,12.5,17.6,31.2,48,12.2,27.7,30.9,10.6,23212,66.7,45.3,58.1,83.9,44.5,25.2,110.6,74.4,81.5
E02000423,Haringey 027,14.43,29.53,30.13,17.14,8.76,124.6,12.6,17.1,11.2,27.2,61.6,13,13.8,28,7.3,27068,72.9,39.7,61.5,85.5,47.4,18.8,72.9,74.1,83.9
E02000424,Haringey 028,18.12,22.17,30.77,21.88,7.06,108.9,17.7,21.6,11.8,33,73.3,5,11.6,10,7.4,43836,79.3,31.2,45.7,88.4,56.1,15.2,89.6,80.5,85.1
E02000425,Haringey 029,35.52,19.2,23.14,15.52,6.63,134.5,29.5,13.9,12.8,24.3,65.4,6.9,13.9,25.2,7.9,27751,67.2,36.9,51.1,88.7,59.3,21.9,90.5,77.7,82.7
E02000426,Haringey 030,17.2,16.85,28.17,23.16,14.62,30,17.8,22.6,8.8,32.3,77.9,7.9,5.5,8.7,3.9,56561,75.1,13.5,34.9,87.2,55.8,13.5,96,81.5,84.9
E02000427,Haringey 031,14.15,30.41,31.57,16.66,7.21,64.9,12.9,19.6,9.8,32.5,66.4,10.1,12.1,24.2,6.8,31291,76.6,43,61.5,88,51,16.6,88.5,77.3,82.1
E02000428,Haringey 032,21.28,25.31,26.36,18.9,8.16,121.7,14.7,12.4,18.3,33.5,51.4,8.4,28.2,28.3,10.5,21800,67.7,48.5,61.5,83.7,47.2,25,104.8,72.9,82.8
E02000429,Haringey 033,16.67,16.61,32.37,23.8,10.55,70.5,18.5,25.4,5.2,38,82.7,5.5,4.3,9.4,4.3,58437,80.3,17.5,35.5,90.3,58.7,12,100.2,77.4,84.5
E02000430,Haringey 034,14.95,22.27,35.14,20.98,6.66,113.6,14.7,24.2,6.7,37.3,79.3,5.5,5.8,8.1,4.9,49826,83.7,27.9,46.2,91,58.7,13.2,91.5,79.6,84.6
E02000431,Haringey 035,13.64,23.01,35.35,18.59,9.41,109.5,14.3,24.5,5.6,36.6,82.9,6,3.5,10.2,3.9,57100,82.3,12,44.9,92.2,59.7,11.8,99.6,81.5,87.7
E02000432,Haringey 036,15.06,25.84,33.19,19.14,6.77,120.9,12.1,22.2,10.4,33.8,72.5,5.7,12.7,12.1,6.1,40224,79.3,37.6,59.1,87.6,51.8,16.3,120.9,75.3,81.9
E02006794,Haringey 037,27.28,20.41,26.14,18.08,8.09,107.1,15.1,10,24.3,34.8,39.9,7.3,39.2,31.6,15.2,18362,62,54.1,64.5,83.1,44.5,28,98.2,70.9,82.7
E02000433,Harrow 001,15.31,15.16,18.98,23.32,27.23,12.3,16.4,20.3,7.3,32.6,60.2,29.5,4.9,10.2,4.1,42592,69.7,14.8,21.8,79.8,45.6,16.7,74.6,83.6,87.5
E02000434,Harrow 002,19.25,18.68,20.13,24.64,17.3,45,20.3,22.1,9.6,24.7,49.5,35.8,7.7,16.5,5.4,37464,70.6,16.6,21.8,84,48.4,17.6,87.2,83,85
E02000435,Harrow 003,18.96,17.56,21.02,23.79,18.66,41.9,21,21.2,11.4,24.5,53,30.6,8.7,11.8,6.7,32217,66.6,21.8,18.9,81.2,47.7,20.3,87.1,80.9,82.4
E02000436,Harrow 004,17.36,14.96,15.5,30.4,21.77,12.2,24,26.5,6,19.5,56.6,35.6,3.2,8.1,3.5,53828,71.5,9.8,8.9,85.3,49.4,16.9,90,84,86.3
E02000437,Harrow 005,19.42,18.48,19.08,25.61,17.42,62.2,20.9,22.1,12.3,24.6,51.8,31.6,8.6,14,6.2,31303,69.7,18.3,21.5,83.8,46.5,21.4,89,80.9,85.1
E02000438,Harrow 006,20.39,18.28,20.1,24.16,17.07,45.6,22,19.9,12.5,27,54.6,30.1,7.9,13,8.4,31020,69.4,20,22.8,82.7,46.1,19.3,88.4,80.5,82.5
E02000439,Harrow 007,19.72,23.02,22.57,22.46,12.23,78.5,21.1,19,12.5,21.3,38.1,43.4,11.3,28.6,7.5,27288,70,29.9,28.2,85.8,45.2,19.9,81.5,80.9,86.9
E02000440,Harrow 008,20.84,18.85,20.64,26.3,13.37,64.2,27.8,24.6,9.7,14.9,42.3,45.9,5.7,16.4,5.5,40271,71.3,16.4,11.8,87.4,47.7,19.4,84.8,80.3,84.7
E02000441,Harrow 009,18.36,15.77,21.34,25.86,18.66,29.4,18.6,21.6,12.7,29.3,55.4,32.5,6.4,10.8,6,36314,68.1,14.5,22.6,82.8,46,18.8,101.8,81.1,86.7
E02000442,Harrow 010,21.66,23.28,22.62,22.65,9.79,77.5,25,20.1,11.8,12.6,25.6,61.4,7.1,32.5,6.5,27563,70.3,29.6,19.9,87.3,46.8,21.8,91.7,79.2,83.2
E02000443,Harrow 011,23.17,21.68,23.7,20.39,11.07,97.5,22.8,16.8,15.5,23.9,36.9,39.1,14.7,23.8,9.2,25167,69.2,33.4,34.1,84.9,47.5,22.1,99.6,75.1,81.1
E02000444,Harrow 012,21.37,20.56,22.16,23.52,12.4,79.1,26,21,11.7,17.2,27.5,59.7,6.8,28.5,6.3,31025,69.6,25.2,18.8,86.6,46.1,20.3,76.6,79.7,84.5
E02000445,Harrow 013,21.97,21.58,24.88,21.02,10.55,83.3,20,18.1,16.4,23.4,36.8,40,15,24.8,8.7,26163,70.1,29.5,34,85.6,46.6,21.7,88.1,77.9,82.4
E02000447,Harrow 015,19.75,17.85,20.67,27.16,14.57,33,25.9,23.6,10.1,18.9,46.7,38.2,7.7,14.3,6.2,37288,71.8,17.6,17.2,85.3,48.4,18.3,82.1,84,84.5
E02000448,Harrow 016,19.29,13.42,20.43,26.62,20.24,39.4,23,22.6,7.7,28.4,69.7,21.8,3.1,8,4.2,52401,72.8,8.5,18.9,86.1,52.3,15.4,90.7,83.1,87.2
E02000449,Harrow 017,18.95,23.61,21.75,23.73,11.96,91.5,21.4,20.3,13.5,17.6,26.7,60.9,6.8,30.6,7.3,25542,70,38.3,25.7,83.8,42.4,22.1,74.3,80,85.3
E02000451,Harrow 019,17.97,17.63,20.31,27.33,16.76,41.3,25.2,25.1,7.3,20.6,46.4,43,4.8,11.1,4.3,46460,71.2,12.2,15.6,86.4,47.8,16.8,80.7,82.1,85.2
E02000452,Harrow 020,18.51,25.27,30.13,17.29,8.8,73.6,20.5,20.8,9.5,25.3,41.5,41.4,9,24.8,6.8,30720,75,28.2,37.2,87.9,50.1,16.6,80.8,77.8,82.6
E02000453,Harrow 021,20.1,20.84,25.41,22.38,11.27,74.7,22.8,21.8,9.5,24.6,43.1,39.6,8.5,20.4,5.7,32773,73.4,24.1,27.7,86.9,50.7,16.7,65.8,81.2,87.1
E02000454,Harrow 022,21.25,14.33,20.59,27.28,16.55,45.2,30.5,24.2,8.3,18.2,57.2,35.5,2.5,9.5,4.3,52216,71.6,8,12,88.4,53.4,16.9,81.3,83,88.7
E02000455,Harrow 023,16.34,25.19,27.87,18.43,12.18,66.1,18,21.9,9.7,30,40.4,42.8,8.6,21.4,6.6,32974,72,21.8,39,86.2,47.7,17,91.3,79.2,82.8
E02000456,Harrow 024,19.79,20.13,24.93,22.88,12.27,76.3,23.8,21.9,10.6,22.5,46.1,38.3,8.2,18.2,5.9,33547,72.7,23.2,26,85.7,49.2,16.9,84.2,81.8,82.8
E02000457,Harrow 025,20.35,16.98,20.8,25.72,16.15,54.6,25.6,24.7,8.5,18.6,42.7,44.6,6.4,15.6,5.6,39544,69.6,12.2,18.5,86.2,46.2,18.3,80.8,81.8,86.9
E02000459,Harrow 027,22.28,19.76,25.46,21.36,11.14,71,21.8,17.5,13.7,28.5,35,43.3,12.4,26.1,7.5,27463,70.7,28.9,35.5,85.3,46.8,18.8,86,78.3,84.3
E02000460,Harrow 028,24.9,20.59,23.7,21.39,9.42,77.1,26,16.3,18.5,20.9,31,47,14.7,26.5,8.5,26182,66.9,31.8,29.5,84.6,48,22.7,91.5,77.7,85.9
E02000461,Harrow 029,20.37,22.79,25.92,20.01,10.91,26.9,21.3,24,7.2,30.8,55.9,31,5.6,14.3,4.8,44520,70.7,16.4,20.7,89.4,56.6,15,79.5,81.6,85.4
E02000462,Harrow 030,21.7,19.92,22.84,22.8,12.74,67.6,23.8,19.2,10.2,22.1,32.5,49.7,10.1,27.3,7.1,28640,70.5,24.5,29.3,85.7,45.8,20.3,71.8,82.7,84.1
E02000463,Harrow 031,24.24,19.65,21.5,24.64,9.98,91.6,26.1,19.9,15.7,19.3,37.1,42.7,12.6,24.2,7.9,27082,69.2,29.3,22.9,85.5,46.8,24.4,79.4,79.6,84.8
E02006795,Harrow 032,21.16,19.12,23.14,24.14,12.44,84.4,28.4,21.9,9.1,17,30.5,57.7,5.8,25.8,5.8,31919,70.5,20.8,18.9,86.1,46.5,19.8,74.4,82.3,85.3
E02006882,Harrow 033,17.96,22.08,20.06,25.77,14.13,67.1,22.8,24.4,9.9,13.8,27.1,60.3,7.3,24.1,6,31937,71,25,15.5,85.6,44.7,20.7,78.6,81.6,82.9
E02000464,Havering 001,21.78,16.9,19.45,24.03,17.84,11.2,18.8,20.1,14.8,32.2,89,2.8,5.8,2.5,9.4,24277,66.3,26.9,29.7,78.1,41.3,28.8,90,76.9,78.7
E02000465,Havering 002,22.55,18.79,21.97,23.78,12.91,28.8,19.8,19.4,15.6,33.3,88.6,2.7,6.6,3.6,10.1,24008,69.1,32.2,33.2,80.9,43.2,30.1,97.9,78.5,85.2
E02000466,Havering 003,21.66,18.56,19.09,25.04,15.65,13.3,19.9,22.8,16.4,26.1,87.6,3.9,5.7,2.4,7.8,27310,68.4,18.3,22,82,43.6,29.8,107.9,75.5,80.5
E02000467,Havering 004,23.75,20.32,21.97,22.08,11.88,72.3,18.4,15.5,17.6,38,83,2.8,10.2,4.4,13.4,20697,67.2,36.6,40.5,79.3,41.8,30.4,108.9,75.5,81.7
E02000468,Havering 005,19.53,17.1,19.34,26.05,17.98,19.5,20.1,24.5,13.4,26.7,88.8,3.9,4.9,2.8,6.6,28643,69.2,15.9,19.6,81.9,44.5,28.6,105.7,78.7,82.6
E02000469,Havering 006,21.4,16.78,21.56,24.03,16.23,38.4,17.6,19.5,16.7,31.6,83,4,10,4.5,9.8,24428,66.3,27,29.6,78.4,42.2,31.1,87.8,78.2,82.4
E02000470,Havering 007,15.99,15.95,20.24,27.64,20.19,11.7,17.7,26.7,8.4,31.8,90.9,3.9,3,2.5,5.4,34987,71.4,13.6,20.1,82,45.5,24.7,106,79.2,85.5
E02000471,Havering 008,16.25,14.9,15.62,30.92,22.3,34.8,21,28.6,8.3,22.5,92.4,3.2,2.6,1.4,4.4,39310,69.7,8.2,12.3,83.5,47.5,28.2,85.7,80.4,84.8
E02000472,Havering 009,19.15,16.83,19.95,26.82,17.25,58.7,23.3,25.6,10.6,25,89.2,4.7,4.1,2.6,5.1,31628,72.2,13.8,18.8,83.3,46.6,29.9,80.7,80.2,83.5
E02000473,Havering 010,18.56,17.61,20.37,25.8,17.66,33.8,23,24.8,10.3,26.2,88.8,5.7,3.4,1.8,4,38060,73.3,11.9,15.9,84.9,48.9,26.4,96.6,80.1,83.8
E02000474,Havering 011,20.56,18,21.59,23.56,16.29,38.5,19.4,22,14.4,30.6,86.8,4.8,5.2,3.2,6.7,28355,72.3,21.8,25.4,82.8,46.4,26.4,92.6,77,82.9
E02000475,Havering 012,16.71,18.64,19.73,26.75,18.17,32.9,19,25.8,9.3,30.4,88.9,5.9,2.4,1.9,4.6,43163,73.1,10.7,19.8,85.2,49.6,23.7,83.3,81.1,83.4
E02000476,Havering 013,17.8,24.26,24.26,19.46,14.23,55.6,14,19.6,12,42,79.4,9.3,6.9,8.3,8,28459,73.9,25.7,42.9,83.5,46.4,24.3,114.3,75.4,82.9
E02000477,Havering 014,17.83,16.05,19.89,28.48,17.75,53.8,22.7,27.8,8.7,24.4,91.1,4.9,1.8,1.5,3.9,41647,72.4,8.7,14.4,85,48.9,26.8,84.7,80.5,83.2
E02000478,Havering 015,14.46,17.49,13.44,31.25,23.36,23.7,19.4,29.4,5.4,20.8,74.9,19,3.3,2.7,3.4,54627,67.1,7.1,8.6,84,49.2,23.5,93.8,83.3,83.9
E02000479,Havering 016,18.13,21.28,24.61,23.47,12.5,60.7,18.6,21.9,12.6,35.3,84.6,7.1,4.8,6.2,7,30327,75.3,21.4,28.7,84.8,48.3,27.3,104.5,74.8,83.1
E02000480,Havering 017,21,20.06,22.38,23.27,13.29,30.2,21.4,21.7,14.7,27,75.4,10.6,9.6,6.7,7.4,29113,74.3,16.6,25.8,84.8,47.4,27.6,93,75,79.7
E02000481,Havering 018,16.64,14.95,16.93,26.45,25.04,6.4,20.7,22.2,9.8,29.9,95.3,2.1,0.9,1.4,4.8,36741,70.7,10.9,19.2,80.3,45.1,25.6,99.3,78.9,81.3
E02000482,Havering 019,17.14,13.91,16.71,28.56,23.67,22.6,24,25.2,5.4,25.3,94.1,3.5,0.9,1.5,2.7,52543,68.7,4.7,14.1,83.8,49.3,22.4,97.3,84.2,86.7
E02000483,Havering 020,16.1,16.84,18.2,27.24,21.62,47.6,18.2,22.4,9.8,35.9,93.5,2.7,1.7,1.8,5.7,31360,72.3,18.7,28.8,80.9,43.7,26.2,104.4,79.9,82.8
E02000484,Havering 021,17.66,18.75,17.95,30.53,15.11,44.6,24.1,26.9,9.3,24.8,90.2,4.2,3.1,2,5.1,35932,74.2,13.1,15.9,84.1,48,27.9,100.8,79.2,85.6
E02000485,Havering 022,17.73,16.83,20.67,25.48,19.28,38.7,20.6,23.6,10.9,29.6,92.3,3.4,1.9,2.3,4.9,37126,73,11.4,21,83.6,47.5,25.2,91.3,80.2,84.9
E02000486,Havering 023,15.9,16.81,18.59,28.66,20.05,57.7,18.7,27,10.5,27.9,91.1,3.7,3,2.4,4.6,33601,72.3,10.9,21.6,82.9,44.8,27.9,95.1,77.6,82.9
E02000487,Havering 024,17.28,13.73,15.57,31.34,22.08,6.1,25.8,30.3,5.2,19.9,96.2,1.7,0.7,0.5,3.5,53482,69.6,4.4,8.8,85,50.3,22.7,94.7,80.8,83.8
E02000488,Havering 025,16.26,16.66,17.1,30.88,19.1,40.5,21.8,29.2,9,23.6,93.2,3.2,2.2,1.6,4.3,37383,71.9,8.5,16.8,83.8,46.6,28.2,85.6,80.3,86
E02000489,Havering 026,18.56,17.85,18.56,27.41,17.63,30.6,19.1,23.8,13.7,27.1,84.7,6.4,6.7,3.5,6.9,28682,71.3,18.6,26.8,81.7,43.6,28.9,100.9,77.2,83.8
E02000490,Havering 027,18.66,16.58,17.91,26.03,20.81,38.3,18.8,23.5,14.1,27.1,87.5,3.3,6.4,2.5,6.1,27852,70.8,15.1,24.3,81.2,45.2,29.2,109.9,79.5,83.1
E02000491,Havering 028,21.79,17.83,19.67,24.76,15.95,18.5,18.3,19.7,15.5,31.1,81.8,4,10.8,4.1,9.3,25302,69.2,19.3,26.8,81.7,43.6,30.1,106.1,76,80.3
E02000492,Havering 029,15.85,16.65,15.96,28.95,22.59,4.5,18.4,26.6,10.2,26,90.9,3.1,4,1.5,4.6,30670,68.7,11.3,15.2,82.3,44.2,28.6,86.8,79.8,84.1
E02000493,Havering 030,22.17,19.76,21.37,24.28,12.42,48.7,19.8,21.9,17.3,27.9,77.7,6.7,11.2,4.7,9,26132,72.6,19.8,28.6,84.7,45.5,29.3,97,76.6,83.2
E02000494,Hillingdon 001,16,13.75,18.73,29.9,21.62,12,20.2,24.2,7.2,29.3,60.2,32.3,2.3,7.8,3.9,57662,68.3,10,14,85.5,49.4,15.9,94.3,81.9,86.9
E02000495,Hillingdon 002,17.3,16.35,23.84,24.48,18.03,35.5,18.8,21.4,9.6,34.6,68.6,23.2,3.3,10.6,5.4,41752,72.6,15.3,22.5,84.2,47.1,18.1,94.8,80.6,83.9
E02000496,Hillingdon 003,19.25,15.27,21.94,26.53,17.02,4.9,19.8,24.2,11.4,29.9,87.5,6.7,2.3,3.8,5.2,32493,73.7,17.1,16.4,82.4,46.2,23.3,103.2,78.8,81.7
E02000497,Hillingdon 004,19.49,15.17,21.89,26.51,16.94,32.6,23.3,22.4,10.7,27.7,73.1,18.9,2.5,5.1,4.8,42381,72,14.1,17.3,84.9,49.3,21.7,100.9,80.2,86.2
E02000498,Hillingdon 005,18.94,15.43,19.6,28.41,17.62,19.4,20.1,24.9,10.2,30.9,86,7.4,1.8,2.7,4.2,41271,72.5,15.1,17.1,84.5,48.6,24,84.9,79.6,86.4
E02000499,Hillingdon 006,18.69,15.14,18.33,28.09,19.76,48.5,23.7,25.1,8.2,23.6,76.9,16.3,2.1,6,4.1,49461,72.9,8.2,15.7,86,50.5,21.7,81.5,81.7,86.7
E02000500,Hillingdon 007,16.7,16.1,19.02,28.92,19.26,27,21.9,27.8,6.4,24.5,81.7,12.3,1.2,5.4,3.6,52042,73.7,7.4,16.2,85.9,50.2,18.6,93.4,82.3,85.6
E02000501,Hillingdon 008,20.19,15.73,21.55,26.7,15.84,57.6,25.2,24.8,10.3,24.3,81.2,11.9,2.7,4.2,4.5,43190,75.2,11.1,15.4,86.2,50.1,22.6,102.8,79.5,83.7
E02000502,Hillingdon 009,19.86,17.13,25.23,22.26,15.51,18.9,22.3,24.6,10.9,27.6,78.7,12.8,3.2,6.4,3.9,41262,77.8,11.9,19.2,86,50.5,20,91.1,80.2,83.8
E02000503,Hillingdon 010,19.98,18.71,24.59,24.84,11.89,66,27.1,27.2,10,21.1,83.2,9.5,2.7,4.2,3.3,42318,79.2,10.4,13.4,88.5,53.1,25.7,98.1,81.8,86.7
E02000504,Hillingdon 011,18.95,13.05,19.57,27.87,20.56,24.1,25.4,25,6.5,24.1,82.4,11.9,1.5,3.4,3.7,52514,72.3,6.7,11.8,85.6,52.2,20.5,88,81.9,89.4
E02000506,Hillingdon 013,16.6,16.5,17.61,30.01,19.28,13.9,23.8,28.1,5.6,21.5,67.9,23.2,2.4,5.6,3.4,52483,71.1,7.8,11.5,85.1,50.4,19.9,95,78.9,83.6
E02000507,Hillingdon 014,23.47,19.65,22.12,23.68,11.08,29.8,27.9,22.6,14.2,18.6,68.7,19.8,4.6,7,5,33554,75.6,13.5,15.2,87.1,50.9,25.3,87.9,77.1,83.6
E02000508,Hillingdon 015,12.61,42.33,18.87,16.42,9.77,35.8,17.3,22.3,9.3,35.3,64.8,19.6,8,10.6,4.5,33873,61.7,20.5,30.3,87.8,54.2,19.3,108.4,77.3,84.7
E02000509,Hillingdon 016,13.17,44.87,18.89,15.11,7.95,51.9,16.2,20.5,10.5,32.2,57.7,25.5,8.1,12.9,5.6,28188,58.1,30.4,35,89.1,52.6,18.1,104,75.9,82.9
